srcip,srcport,dstip,dstport,proto,total_fpackets,total_fvolume,total_bpackets,total_bvolume,min_fpktl,mean_fpktl,max_fpktl,std_fpktl,min_bpktl,mean_bpktl,max_bpktl,std_bpktl,min_fiat,mean_fiat,max_fiat,std_fiat,min_biat,mean_biat,max_biat,std_biat,duration,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,sflow_fpackets,sflow_fbytes,sflow_bpackets,sflow_bbytes,fpsh_cnt,bpsh_cnt,furg_cnt,burg_cnt,total_fhlen,total_bhlen,label
-0.32087434446706203,-1.1132834006818826,2.0865387184724016,-0.3194025892099854,-1.012558245487409,-0.08599680008693104,-0.11576608066735239,-0.07989244473930586,-0.07199056992298301,-0.8966688570746796,-0.6609416127529837,-0.6212269396954319,-0.48892706703703265,-1.068412666324147,-0.32076682173160054,-0.27760476511455384,-0.38256052327106826,-0.13861841386250962,-0.23773386768254076,-0.3884789797549323,-0.3624261275627058,-0.046394429762024625,-0.30341362358945195,-0.3505926764023344,-0.348889527696351,-0.3593216019876485,-0.2434718199941833,-0.3029484466274654,-0.3356740985911817,-0.2212178434139601,-0.2209609333045853,-0.3066861924691616,-0.3066862431474035,-0.172828460612724,-0.1308115520741274,-0.1396643034218668,-0.13668893094694695,-0.08291619677260108,-0.15304942097738475,-0.0736062599963632,0.0,0.0,-0.08466207588849134,-0.07880846345772365,3.0
-0.32087434446706203,0.9497830629495867,3.2741332963950747,-0.6515740660051476,-0.1376347807612899,-0.0733206838457114,-0.08889569890288154,-0.07421336125905348,-0.07150631331716081,-0.8235891908662758,-0.15648801579274307,0.23048719196803674,0.19176153315733346,0.8251752452760713,0.45987015879439036,0.2005961230123255,0.6301613264600886,-0.13855712005585938,-0.16603369690863667,-0.28063171795239444,-0.15560564048392103,-0.04394006802373769,-0.1158782360780868,-0.2175260965130661,-0.11773666615449765,-0.3586260917770772,0.04947520705471297,-0.05173266627484604,-0.20324452245408708,-0.2212178434139601,-0.2209609333045853,-0.3066861924691616,-0.3066862431474035,-0.172828460612724,0.17806611639928818,0.09579586614560823,0.06370294644220886,-0.057168086991801224,-0.0313394538646823,-0.06171221599391409,0.0,0.0,-0.07159908806724147,-0.07301941217980615,5.0
-0.32087434446706203,-1.1132834006818826,-0.40983355756913564,2.319248908246018,-1.012558245487409,-0.08599680008693104,-0.11461036532264397,-0.07989244473930586,-0.07199056992298301,0.19952613605137715,-0.2962763619383519,-0.5253491762811577,-0.48892706703703265,-1.068412666324147,-0.32076682173160054,-0.27760476511455384,-0.38256052327106826,-0.13861841386250962,-0.23773386768254076,-0.3884789797549323,-0.3624261275627058,-0.046394429762024625,-0.30341362358945195,-0.3505926764023344,-0.348889527696351,-0.3593216019876485,-0.2434718199941833,-0.3029484466274654,-0.3356740985911817,-0.2212178434139601,-0.2209609333045853,-0.3066861924691616,-0.3066862431474035,-0.172828460612724,-0.1308115520741274,-0.12953698430068508,-0.13668893094694695,-0.08291619677260108,-0.15304942097738475,-0.0736062599963632,0.0,0.0,-0.08466207588849134,-0.07880846345772365,1.0
-0.32087434446706203,0.6220902211621646,3.1529501761988836,-0.6515740660051476,-0.1376347807612899,-0.07677780645695313,-0.07928399961938981,-0.07563313212911658,-0.0716289586100226,-0.6043501922410645,0.4208986313304239,0.6507513882672717,0.7918422728023667,0.39643835963073887,0.4565670404000632,0.30930228565945767,0.9514957925979173,-0.13853668878697598,0.288704588802204,0.22869232881403617,0.9879452457733046,-0.04563924153485941,1.705994364603057,0.342152430709345,1.0077864334130051,-0.3544121598447838,1.8243719849722322,1.4703243540733293,0.5991149701632577,-0.2212178434139601,-0.2209609333045853,-0.3066861924691616,-0.3066862431474035,-0.172828460612724,0.09382675227017484,0.1800214035034362,0.013604977094919915,-0.06368918433303804,-0.0313394538646823,-0.06409102479440391,0.0,0.0,-0.07477657159132928,-0.07460320922753828,3.0
-0.32087434446706203,0.617428755731198,-0.6521997979615178,-0.6515740660051476,-0.1376347807612899,-0.05833981919699728,-0.033613981580995274,-0.06427496516861181,-0.07120170856192778,-0.6043501922410645,0.16563295576018164,1.2611731486714837,0.9844054952257729,0.8251752452760713,0.14166975347420507,0.4953774924056073,0.6353441404300536,-0.13850604188365087,-0.04085739384437892,0.13647791622671315,0.31309237368220777,-0.04360967317435291,0.28729009388490667,0.12917775098900522,0.27217818562612656,0.6411076481882658,-0.2185128119350694,-0.22684184882370323,0.049380308317864614,0.06234680308359034,-0.007316882738178707,0.24344559525492893,0.13058891369318096,0.03569389631735276,-0.1308115520741274,-0.09004043972807636,-0.11163994627330247,-0.07968973049226788,-0.000911962086506688,-0.06409102479440391,0.0,0.0,-0.05641777789659973,-0.0630797203630044,1.0
-0.32087434446706203,-1.1132834006818826,3.080240304081169,2.807175704658705,-1.012558245487409,-0.08599680008693104,-0.11576608066735239,-0.07989244473930586,-0.07199056992298301,-0.8966688570746796,-0.6609416127529837,-0.6212269396954319,-0.48892706703703265,-1.068412666324147,-0.32076682173160054,-0.27760476511455384,-0.38256052327106826,-0.13861841386250962,-0.23773386768254076,-0.3884789797549323,-0.3624261275627058,-0.046394429762024625,-0.30341362358945195,-0.3505926764023344,-0.348889527696351,-0.3593216019876485,-0.2434718199941833,-0.3029484466274654,-0.3356740985911817,-0.2212178434139601,-0.2209609333045853,-0.3066861924691616,-0.3066862431474035,-0.172828460612724,-0.1308115520741274,-0.1396643034218668,-0.13668893094694695,-0.08291619677260108,-0.15304942097738475,-0.0736062599963632,0.0,0.0,-0.08466207588849134,-0.07880846345772365,4.0
-0.32087434446706203,0.4794657349936435,-0.3128870614121827,-0.6718353846069143,-0.1376347807612899,-0.08138730327194209,-0.08178804953292473,-0.07634301756414813,-0.07184510491360967,-0.6043501922410645,1.3082507416460278,1.8524193563928406,2.574171633837615,0.39643835963073887,0.054687635756922585,-0.012213009726848509,0.28809560444239996,-0.13834259173258362,-0.23422434332691353,-0.38343114773253495,-0.35234660037633747,-0.04596963638424419,-0.29520193184587795,-0.34617700137613266,-0.34189069886906887,-0.3593077104553163,-0.23762074399841437,-0.29793087523584916,-0.3330290623132191,-0.2212178434139601,-0.2209609333045853,-0.3066861924691616,-0.3066862431474035,-0.172828460612724,-0.018492399901976275,0.1580788787408758,-0.011444007578724562,-0.0751817663372108,-0.12262192919920914,-0.07122745119587337,0.0,0.0,-0.07936627001501166,-0.0753131872144527,2.0
-0.32087434446706203,0.7227615184519866,-0.40983355756913564,-0.10320575860859804,-0.1376347807612899,-0.08023492906819485,-0.10659740559933223,-0.07563313212911658,-0.07195441733839728,-0.6043501922410645,-0.3631316579210344,-0.296840506810471,-0.15306098141481253,0.8251752452760713,-0.24259301973252387,-0.24998560978401213,-0.34006144871735544,-0.13813827904374953,-0.23482233490706228,-0.38608511705784776,-0.3582611908573951,-0.04398726728793551,-0.2968863814343034,-0.34839193804522417,-0.3461735642708385,-0.35930629277560094,-0.23702362112143482,-0.29741881443421564,-0.33275912706145444,-0.2212178434139601,-0.2209609333045853,-0.3066861924691616,-0.3066862431474035,-0.172828460612724,0.009587388141061502,-0.05932090506049181,0.013604977094919915,-0.08099394996051525,-0.09219443742103353,-0.07122745119587337,0.0,0.0,-0.07821884540909106,-0.07443936815363496,0.0
-0.32087434446706203,0.5906866645746004,-0.40983355756913564,-0.10320575860859804,-0.1376347807612899,-0.08023492906819485,-0.10640478637521417,-0.07563313212911658,-0.07195441733839728,-0.6043501922410645,-0.3509761495605467,-0.28086087957475864,-0.1351481235149608,0.8251752452760713,-0.24259301973252387,-0.24998560978401213,-0.34006144871735544,-0.13807698523709933,-0.23514583854878213,-0.3861821059700685,-0.35885074810791856,-0.044931252571892025,-0.29749465489679033,-0.3488983445058925,-0.3464347146002147,-0.35930790927625195,-0.23770448684091758,-0.2980026886409563,-0.33306691908633246,-0.2212178434139601,-0.2209609333045853,-0.3066861924691616,-0.3066862431474035,-0.172828460612724,0.009587388141061502,-0.05763301854029486,0.013604977094919915,-0.08099394996051525,-0.09219443742103353,-0.07122745119587337,0.0,0.0,-0.07821884540909106,-0.07443936815363496,6.0
-0.32087434446706203,0.49189630947622104,1.3594399972952549,-0.6515740660051476,-0.1376347807612899,-0.05718744499325004,-0.04723216072614286,-0.05930576712339097,-0.07016935142431283,-0.6043501922410645,-0.04101068636810968,0.4270366069672987,0.2634129647567404,0.8251752452760713,0.48849718487855925,0.4849317862229024,0.8955214017222956,-0.13861841386250962,0.10017058766415049,2.4343304073865197,2.219530342116755,-0.04625283196943115,0.3581539522646378,2.700785482593522,1.888141603762132,0.9789246371375052,-0.21691805693435579,0.3070252493866956,0.8063380083457139,1.277284813556904,2.318582484838627,2.630080372779597,2.2104001399801994,1.103593157638585,0.009587388141061502,0.0058315146191105964,0.03865396176856439,-0.05870861103269271,0.2120804803607226,-0.03554531918852608,0.0,0.0,-0.055270353290679135,-0.05810987445460353,5.0
