srcport,dstip,dstport,min_fpktl,min_bpktl,mean_bpktl,max_bpktl,std_bpktl,mean_biat,std_biat,target
-1.0241517807526117,-0.5133509413140424,1.9313198940718832,0.21933346909359908,-1.041433784884601,-0.31938657155441946,-0.31491662658619834,-0.3836926769981614,-0.3270460141791857,-0.35299812000721376,4.0
1.1018850565948437,-0.00826650582042473,-0.6673967596934249,-0.6060903972053665,0.8367208566347515,-0.19231060604419964,-0.20514117965516945,-0.22953534263602676,-0.23658110308243777,-0.29786437639121494,5.0
-1.102846605192276,-0.49039255788251424,-0.6641927700484902,-0.11833993075597773,-1.041433784884601,-0.31938657155441946,-0.31491662658619834,-0.3836926769981614,-0.3270460141791857,-0.35299812000721376,1.0
0.6811086483664348,-1.2480192111229407,-0.646992404586209,-0.8312059971050844,0.4114782962907472,2.1541359500874906,2.9948460970156643,2.613338533807753,-0.2523171809237692,-0.030521062133363246,5.0
0.8118960698318318,2.425322137921551,-0.646992404586209,-0.6060903972053665,0.8367208566347515,0.3137638530929915,0.2792787284452826,0.5051040921518011,0.4220894954172753,0.24124963450389367,3.0
0.6745198613908481,-0.5133509413140424,-0.10697962355308656,-0.6060903972053665,0.8367208566347515,-0.25584858879930955,-0.30127719229817473,-0.37944006087782667,-0.3130168214528873,-0.3417211279321346,2.0
-1.1028054252736785,-0.49039255788251424,-0.6641365597038422,2.7143647013154726,-1.041433784884601,-0.31938657155441946,-0.31491662658619834,-0.3836926769981614,-0.3270460141791857,-0.35299812000721376,1.0
-1.1028054252736785,-0.49039255788251424,-0.6641365597038422,2.7143647013154726,-1.041433784884601,-0.31938657155441946,-0.31491662658619834,-0.3836926769981614,-0.3270460141791857,-0.35299812000721376,6.0
1.2605924628692897,-0.4444757910194581,-0.10692341320843858,-0.6060903972053665,0.8367208566347515,-0.24247217137718113,-0.2801580682392994,-0.3422296698248976,-0.32199550479771827,-0.3505277689694297,4.0
-1.102846605192276,-0.49039255788251424,-0.6641927700484902,-0.11833993075597773,-1.041433784884601,-0.31938657155441946,-0.31491662658619834,-0.3836926769981614,-0.3270460141791857,-0.35299812000721376,6.0
0.7326659064504011,1.0019023651668104,-0.646992404586209,-0.6060903972053665,0.4114782962907472,0.1599350527385149,0.10702587284008099,0.3466941416693317,0.11010363117227455,0.061138586112728474,1.0
-1.1028054252736785,-0.49039255788251424,-0.6641365597038422,2.7143647013154726,-1.041433784884601,-0.31938657155441946,-0.31491662658619834,-0.3836926769981614,-0.3270460141791857,-0.35299812000721376,0.0
-1.1084882540401222,-0.4444757910194581,1.8163697392667688,0.21933346909359908,-1.041433784884601,-0.31938657155441946,-0.31491662658619834,-0.3836926769981614,-0.3270460141791857,-0.35299812000721376,4.0
-1.1084882540401222,-0.4444757910194581,1.527954460877995,0.21933346909359908,-1.041433784884601,-0.31938657155441946,-0.31491662658619834,-0.3836926769981614,-0.3270460141791857,-0.35299812000721376,4.0
1.2643398354616546,-0.49039255788251424,2.5670026816958638,-0.23089773070583666,-1.041433784884601,-0.31938657155441946,-0.31491662658619834,-0.3836926769981614,-0.3270460141791857,-0.35299812000721376,6.0
-1.0241517807526117,-0.5133509413140424,-0.24981010930359807,0.21933346909359908,-1.041433784884601,-0.31938657155441946,-0.31491662658619834,-0.3836926769981614,-0.3270460141791857,-0.35299812000721376,4.0
0.7652804019795556,-0.4444757910194581,-0.10692341320843858,-0.6060903972053665,0.8367208566347515,-0.24247217137718113,-0.2801580682392994,-0.3422296698248976,-0.3186518805312838,-0.3480734591721507,3.0
-1.1084882540401222,-0.4444757910194581,1.527954460877995,0.21933346909359908,-1.041433784884601,-0.31938657155441946,-0.31491662658619834,-0.3836926769981614,-0.3270460141791857,-0.35299812000721376,4.0
0.7359602999381945,1.0019023651668104,-0.646992404586209,-0.6060903972053665,0.4114782962907472,0.2067525137159643,0.42557266072811667,0.774082061762974,0.4491424553911542,0.4910277904086704,1.0
0.43584105320021793,1.139652665755979,-0.646992404586209,-0.6060903972053665,0.8367208566347515,-0.10982269860774117,-0.1791822563328019,-0.18807233546276297,-0.16751071089329497,-0.13029757807503117,3.0
-1.1028054252736785,-0.49039255788251424,-0.6641365597038422,2.7143647013154726,-1.041433784884601,-0.31938657155441946,-0.31491662658619834,-0.3836926769981614,-0.3270460141791857,-0.35299812000721376,6.0
0.5816179650350748,-0.5133509413140424,-0.10697962355308656,-0.6060903972053665,0.8367208566347515,-0.25584858879930955,-0.30127719229817473,-0.37944006087782667,-0.3189792283615641,-0.34706286102032996,4.0
0.5762645756174106,1.4381116503658438,-0.646992404586209,-0.6060903972053665,0.8367208566347515,0.16439385854589103,0.008689951440942891,0.25738920314230196,-0.19699539760639892,-0.2747008251018631,3.0
0.4425945598501943,-0.42151740758793005,-0.6362000184137973,-0.30593626400574264,0.8367208566347515,-0.26030739460668567,-0.3032571101786943,-0.3836926769981614,-0.3270460141791857,-0.35299812000721376,2.0
-1.0744736412786555,-0.42151740758793005,-0.6362000184137973,0.6695646688930348,0.8367208566347515,-0.26030739460668567,-0.3032571101786943,-0.3836926769981614,-0.3270460141791857,-0.35299812000721376,2.0
