dstip,proto,mean_bpktl,max_bpktl,std_bpktl,mean_biat,max_biat,std_biat,std_active,fpsh_cnt,target
1.7602873951588625,1.1547005383792586,-0.3811005510064606,-0.3558437498442663,-0.42449564382446997,-0.3584671847540714,-0.38799636315826086,-0.40034707548425685,-0.3117161029806427,-0.42675503325404557,1.0
-0.5829605134899386,-0.8660254037844437,-0.32595764840866465,-0.3304906163071374,-0.394012242514788,-0.3407721586124683,-0.3789729997161031,-0.3864544929761161,-0.3117161029806427,-0.17678164932169663,0.0
-0.6651797383548088,1.1547005383792586,-0.3811005510064606,-0.3558437498442663,-0.42449564382446997,-0.3584671847540714,-0.38799636315826086,-0.40034707548425685,-0.3117161029806427,-0.42675503325404557,1.0
-0.6651797383548088,1.1547005383792586,-0.3811005510064606,-0.3558437498442663,-0.42449564382446997,-0.3584671847540714,-0.38799636315826086,-0.40034707548425685,-0.3117161029806427,-0.42675503325404557,0.0
-0.25408361403045776,-0.8660254037844437,4.713624145529038,2.290188984505455,4.396571517152928,-0.11268043720365738,2.3768392633916915,0.7132734825388175,1.1466220598402443,0.5731385024753503,1.0
1.7602873951588625,1.1547005383792586,-0.3811005510064606,-0.3558437498442663,-0.42449564382446997,-0.3584671847540714,-0.38799636315826086,-0.40034707548425685,-0.3117161029806427,-0.42675503325404557,1.0
-0.5829605134899386,-0.8660254037844437,-0.32435930340582997,-0.3304906163071374,-0.3916673654909663,-0.3407721586124683,-0.38057215807702643,-0.38764449506346677,-0.3117161029806427,-0.17678164932169663,1.0
-0.6651797383548088,1.1547005383792586,-0.3811005510064606,-0.3558437498442663,-0.42449564382446997,-0.3584671847540714,-0.38799636315826086,-0.40034707548425685,-0.3117161029806427,-0.42675503325404557,1.0
-0.5418509010575036,-0.8660254037844437,-0.3307526834171686,-0.3422044058527729,-0.4127712587053615,-0.34899204489792696,-0.38579350646028215,-0.396666371353614,-0.3117161029806427,-0.3017683412878711,1.0
-0.6651797383548088,1.1547005383792586,-0.3811005510064606,-0.3558437498442663,-0.42449564382446997,-0.3584671847540714,-0.38799636315826086,-0.40034707548425685,-0.3117161029806427,-0.42675503325404557,1.0
-0.706289350787244,-0.8660254037844437,-0.33554771842567266,-0.3458950518740005,-0.42136914112604107,-0.30639440759594416,-0.36999459253308775,-0.36057886619302526,-0.3117161029806427,-0.3017683412878711,0.0
-0.6651797383548088,1.1547005383792586,-0.3811005510064606,-0.3558437498442663,-0.42449564382446997,-0.3584671847540714,-0.38799636315826086,-0.40034707548425685,1.9778681229690767,-0.42675503325404557,1.0
-0.007425939435847145,-0.8660254037844437,0.6082750057481977,0.2763799598790752,0.9347514043175038,-0.15612840756965313,-0.3144222339103183,-0.2546963548859606,-0.3117161029806427,0.07319173461065234,0.0
-0.6651797383548088,1.1547005383792586,-0.3811005510064606,-0.3558437498442663,-0.42449564382446997,-0.3584671847540714,-0.38799636315826086,-0.40034707548425685,-0.3117161029806427,-0.42675503325404557,1.0
-0.5829605134899386,-0.8660254037844437,-0.32595764840866465,-0.3304906163071374,-0.394012242514788,-0.2942872844464262,-0.36644304806083633,-0.3604958427915822,-0.3117161029806427,-0.17678164932169663,1.0
